"unit","nace_r2","na_item","geo","time","values"
"PCH_PRE_PER","M_N","EMP_DC","BG",2014,NA
"PCH_PRE_PER","M_N","SAL_DC","BG",2014,NA
"PCH_PRE_PER","M_N","SELF_DC","BG",2014,NA
"PCH_PRE_PER","O","EMP_DC","BG",2014,NA
"PCH_PRE_PER","O","SAL_DC","BG",2014,NA
"PCH_PRE_PER","O-Q","EMP_DC","BG",2014,NA
"PCH_PRE_PER","O-Q","SAL_DC","BG",2014,NA
"PCH_PRE_PER","O-Q","SELF_DC","BG",2014,NA
"PCH_PRE_PER","P","EMP_DC","BG",2014,NA
"PCH_PRE_PER","P","SAL_DC","BG",2014,NA
"PCH_PRE_PER","P","SELF_DC","BG",2014,NA
"PCH_PRE_PER","Q","EMP_DC","BG",2014,NA
"PCH_PRE_PER","Q","SAL_DC","BG",2014,NA
"PCH_PRE_PER","Q","SELF_DC","BG",2014,NA
"PCH_PRE_PER","Q86","EMP_DC","BG",2014,NA
"PCH_PRE_PER","Q86","SAL_DC","BG",2014,NA
"PCH_PRE_PER","Q86","SELF_DC","BG",2014,NA
"PCH_PRE_PER","Q87_Q88","EMP_DC","BG",2014,NA
"PCH_PRE_PER","Q87_Q88","SAL_DC","BG",2014,NA
"PCH_PRE_PER","Q87_Q88","SELF_DC","BG",2014,NA
"PCH_PRE_PER","R","EMP_DC","BG",2014,NA
"PCH_PRE_PER","R","SAL_DC","BG",2014,NA
"PCH_PRE_PER","R","SELF_DC","BG",2014,NA
"PCH_PRE_PER","R-U","EMP_DC","BG",2014,NA
"PCH_PRE_PER","R-U","SAL_DC","BG",2014,NA
"PCH_PRE_PER","R-U","SELF_DC","BG",2014,NA
"PCH_PRE_PER","R90-R92","EMP_DC","BG",2014,NA
"PCH_PRE_PER","R90-R92","SAL_DC","BG",2014,NA
"PCH_PRE_PER","R90-R92","SELF_DC","BG",2014,NA
"PCH_PRE_PER","R93","EMP_DC","BG",2014,NA
"PCH_PRE_PER","R93","SAL_DC","BG",2014,NA
"PCH_PRE_PER","R93","SELF_DC","BG",2014,NA
"PCH_PRE_PER","S","EMP_DC","BG",2014,NA
"PCH_PRE_PER","S","SAL_DC","BG",2014,NA
"PCH_PRE_PER","S","SELF_DC","BG",2014,NA
"PCH_PRE_PER","S94","EMP_DC","BG",2014,NA
"PCH_PRE_PER","S94","SAL_DC","BG",2014,NA
"PCH_PRE_PER","S94","SELF_DC","BG",2014,NA
"PCH_PRE_PER","S95","EMP_DC","BG",2014,NA
"PCH_PRE_PER","S95","SAL_DC","BG",2014,NA
"PCH_PRE_PER","S95","SELF_DC","BG",2014,NA
"PCH_PRE_PER","S96","EMP_DC","BG",2014,NA
"PCH_PRE_PER","S96","SAL_DC","BG",2014,NA
"PCH_PRE_PER","S96","SELF_DC","BG",2014,NA
"PCH_PRE_PER","TOTAL","EMP_DC","BG",2014,NA
"PCH_PRE_PER","TOTAL","SAL_DC","BG",2014,NA
"PCH_PRE_PER","TOTAL","SELF_DC","BG",2014,NA
"THS_HW","A","EMP_DC","BG",2014,NA
"THS_HW","A","SAL_DC","BG",2014,NA
"THS_HW","A","SELF_DC","BG",2014,NA
"THS_HW","A01","EMP_DC","BG",2014,NA
"THS_HW","A01","SAL_DC","BG",2014,NA
"THS_HW","A01","SELF_DC","BG",2014,NA
"THS_HW","A02","EMP_DC","BG",2014,NA
"THS_HW","A02","SAL_DC","BG",2014,NA
"THS_HW","A02","SELF_DC","BG",2014,NA
"THS_HW","A03","EMP_DC","BG",2014,NA
"THS_HW","A03","SAL_DC","BG",2014,NA
"THS_HW","A03","SELF_DC","BG",2014,NA
"THS_HW","B","EMP_DC","BG",2014,NA
"THS_HW","B","SAL_DC","BG",2014,NA
"THS_HW","B","SELF_DC","BG",2014,NA
"THS_HW","B-E","EMP_DC","BG",2014,NA
"THS_HW","B-E","SAL_DC","BG",2014,NA
"THS_HW","B-E","SELF_DC","BG",2014,NA
"THS_HW","C","EMP_DC","BG",2014,NA
"THS_HW","C","SAL_DC","BG",2014,NA
"THS_HW","C","SELF_DC","BG",2014,NA
"THS_HW","C10-C12","EMP_DC","BG",2014,NA
"THS_HW","C10-C12","SAL_DC","BG",2014,NA
"THS_HW","C10-C12","SELF_DC","BG",2014,NA
"THS_HW","C13-C15","EMP_DC","BG",2014,NA
"THS_HW","C13-C15","SAL_DC","BG",2014,NA
"THS_HW","C13-C15","SELF_DC","BG",2014,NA
"THS_HW","C16","EMP_DC","BG",2014,NA
"THS_HW","C16","SAL_DC","BG",2014,NA
"THS_HW","C16","SELF_DC","BG",2014,NA
"THS_HW","C16-C18","EMP_DC","BG",2014,NA
"THS_HW","C16-C18","SAL_DC","BG",2014,NA
"THS_HW","C16-C18","SELF_DC","BG",2014,NA
"THS_HW","C17","EMP_DC","BG",2014,NA
"THS_HW","C17","SAL_DC","BG",2014,NA
"THS_HW","C17","SELF_DC","BG",2014,NA
"THS_HW","C18","EMP_DC","BG",2014,NA
"THS_HW","C18","SAL_DC","BG",2014,NA
"THS_HW","C18","SELF_DC","BG",2014,NA
"THS_HW","C19","EMP_DC","BG",2014,NA
"THS_HW","C19","SAL_DC","BG",2014,NA
"THS_HW","C19","SELF_DC","BG",2014,NA
"THS_HW","C20","EMP_DC","BG",2014,NA
"THS_HW","C20","SAL_DC","BG",2014,NA
"THS_HW","C20","SELF_DC","BG",2014,NA
"THS_HW","C21","EMP_DC","BG",2014,NA
"THS_HW","C21","SAL_DC","BG",2014,NA
"THS_HW","C21","SELF_DC","BG",2014,NA
"THS_HW","C22","EMP_DC","BG",2014,NA
"THS_HW","C22","SAL_DC","BG",2014,NA
"THS_HW","C22","SELF_DC","BG",2014,NA
"THS_HW","C22_C23","EMP_DC","BG",2014,NA
"THS_HW","C22_C23","SAL_DC","BG",2014,NA
"THS_HW","C22_C23","SELF_DC","BG",2014,NA
"THS_HW","C23","EMP_DC","BG",2014,NA
"THS_HW","C23","SAL_DC","BG",2014,NA
"THS_HW","C23","SELF_DC","BG",2014,NA
"THS_HW","C24","EMP_DC","BG",2014,NA
"THS_HW","C24","SAL_DC","BG",2014,NA
"THS_HW","C24","SELF_DC","BG",2014,NA
"THS_HW","C24_C25","EMP_DC","BG",2014,NA
"THS_HW","C24_C25","SAL_DC","BG",2014,NA
"THS_HW","C24_C25","SELF_DC","BG",2014,NA
"THS_HW","C25","EMP_DC","BG",2014,NA
"THS_HW","C25","SAL_DC","BG",2014,NA
"THS_HW","C25","SELF_DC","BG",2014,NA
"THS_HW","C26","EMP_DC","BG",2014,NA
"THS_HW","C26","SAL_DC","BG",2014,NA
"THS_HW","C26","SELF_DC","BG",2014,NA
"THS_HW","C27","EMP_DC","BG",2014,NA
"THS_HW","C27","SAL_DC","BG",2014,NA
"THS_HW","C27","SELF_DC","BG",2014,NA
"THS_HW","C28","EMP_DC","BG",2014,NA
"THS_HW","C28","SAL_DC","BG",2014,NA
"THS_HW","C28","SELF_DC","BG",2014,NA
