sektori,naeti,year,month
obshto,2314724,2012,4
selsko,71970,2012,4
dobiwna,25055,2012,4
prerabotwashta,504881,2012,4
energiq,31669,2012,4
woda,36855,2012,4
stroitelstwo,144745,2012,4
tyrgowiq,397111,2012,4
transport,139170,2012,4
hoteli,121557,2012,4
informaciq,70396,2012,4
finansi,58674,2012,4
imoti,24603,2012,4
nauka,74918,2012,4
administratiwni,118949,2012,4
dyrvawnouprawlenie,115508,2012,4
obrazowanie,168334,2012,4
zdraweopazwane,138798,2012,4
kultura,33216,2012,4
drugi,38315,2012,4
obshto,2338655,2012,5
selsko,75209,2012,5
dobiwna,25077,2012,5
prerabotwashta,505473,2012,5
energiq,31691,2012,5
woda,36774,2012,5
stroitelstwo,143477,2012,5
tyrgowiq,396670,2012,5
transport,139515,2012,5
hoteli,140982,2012,5
informaciq,70171,2012,5
finansi,58572,2012,5
imoti,24621,2012,5
nauka,74503,2012,5
administratiwni,121361,2012,5
dyrvawnouprawlenie,115726,2012,5
obrazowanie,167429,2012,5
zdraweopazwane,138782,2012,5
kultura,34450,2012,5
drugi,38172,2012,5
obshto,2357963,2012,6
selsko,76013,2012,6
dobiwna,25030,2012,6
prerabotwashta,504550,2012,6
energiq,31818,2012,6
woda,36837,2012,6
stroitelstwo,142565,2012,6
tyrgowiq,398679,2012,6
transport,139607,2012,6
hoteli,157833,2012,6
informaciq,70190,2012,6
finansi,58712,2012,6
imoti,25166,2012,6
nauka,74531,2012,6
administratiwni,122660,2012,6
dyrvawnouprawlenie,116119,2012,6
obrazowanie,164101,2012,6
zdraweopazwane,138930,2012,6
kultura,36025,2012,6
drugi,38597,2012,6
obshto,2375367,2012,7
selsko,75520,2012,7
dobiwna,25006,2012,7
prerabotwashta,509907,2012,7
energiq,31902,2012,7
woda,36884,2012,7
stroitelstwo,144265,2012,7
tyrgowiq,401845,2012,7
transport,141159,2012,7
hoteli,164050,2012,7
informaciq,70584,2012,7
finansi,59232,2012,7
imoti,25342,2012,7
nauka,74212,2012,7
administratiwni,124950,2012,7
dyrvawnouprawlenie,116011,2012,7
obrazowanie,160798,2012,7
zdraweopazwane,138598,2012,7
kultura,36046,2012,7
drugi,39056,2012,7
obshto,2358090,2012,8
selsko,74309,2012,8
dobiwna,24939,2012,8
prerabotwashta,507314,2012,8
energiq,31869,2012,8
woda,36842,2012,8
stroitelstwo,142264,2012,8
tyrgowiq,399496,2012,8
transport,140072,2012,8
hoteli,155704,2012,8
informaciq,70390,2012,8
finansi,59304,2012,8
imoti,25198,2012,8
nauka,74169,2012,8
administratiwni,128076,2012,8
dyrvawnouprawlenie,115890,2012,8
obrazowanie,159629,2012,8
zdraweopazwane,138639,2012,8
kultura,35427,2012,8
drugi,38559,2012,8
obshto,2322863,2012,9
selsko,74079,2012,9
dobiwna,24744,2012,9
prerabotwashta,503190,2012,9
energiq,31746,2012,9
woda,36721,2012,9
stroitelstwo,140842,2012,9
tyrgowiq,394063,2012,9
transport,139219,2012,9
hoteli,131127,2012,9
informaciq,70004,2012,9
finansi,58773,2012,9
imoti,24300,2012,9
nauka,74050,2012,9
administratiwni,128991,2012,9
dyrvawnouprawlenie,115947,2012,9
obrazowanie,166160,2012,9
zdraweopazwane,138481,2012,9
kultura,32417,2012,9
drugi,38009,2012,9
obshto,2298052,2012,10
selsko,72332,2012,10
dobiwna,24631,2012,10
prerabotwashta,504879,2012,10
energiq,31597,2012,10
woda,36250,2012,10
stroitelstwo,142234,2012,10
tyrgowiq,391284,2012,10
transport,139064,2012,10
hoteli,111061,2012,10
informaciq,69986,2012,10
finansi,57976,2012,10
imoti,23825,2012,10
nauka,73791,2012,10
administratiwni,128129,2012,10
dyrvawnouprawlenie,115740,2012,10
obrazowanie,167332,2012,10
zdraweopazwane,139140,2012,10
kultura,31466,2012,10
drugi,37335,2012,10
obshto,2280739,2012,11
selsko,70147,2012,11
dobiwna,24535,2012,11
prerabotwashta,499955,2012,11
energiq,31601,2012,11
woda,36028,2012,11
stroitelstwo,140089,2012,11
tyrgowiq,389310,2012,11
transport,138741,2012,11
hoteli,106746,2012,11
informaciq,70026,2012,11
finansi,57554,2012,11
imoti,23832,2012,11
nauka,73445,2012,11
administratiwni,127490,2012,11
dyrvawnouprawlenie,116022,2012,11
obrazowanie,167995,2012,11
zdraweopazwane,139038,2012,11
kultura,30936,2012,11
drugi,37249,2012,11
obshto,2259653,2012,12
selsko,65430,2012,12
dobiwna,24266,2012,12
prerabotwashta,493641,2012,12
energiq,31491,2012,12
woda,35868,2012,12
stroitelstwo,134424,2012,12
tyrgowiq,385508,2012,12
transport,137523,2012,12
hoteli,107929,2012,12
informaciq,69653,2012,12
finansi,57484,2012,12
imoti,23656,2012,12
nauka,73138,2012,12
administratiwni,129021,2012,12
dyrvawnouprawlenie,115673,2012,12
obrazowanie,167417,2012,12
zdraweopazwane,138387,2012,12
kultura,31742,2012,12
drugi,37402,2012,12
obshto,2292411,2013,1
selsko,64816,2013,1
dobiwna,24401,2013,1
prerabotwashta,500947,2013,1
energiq,30998,2013,1
woda,36750,2013,1
stroitelstwo,135262,2013,1
tyrgowiq,388460,2013,1
transport,140874,2013,1
hoteli,107975,2013,1
informaciq,72939,2013,1
finansi,58331,2013,1
imoti,22850,2013,1
nauka,75699,2013,1
administratiwni,137547,2013,1
dyrvawnouprawlenie,115631,2013,1
obrazowanie,168709,2013,1
zdraweopazwane,139723,2013,1
kultura,33355,2013,1
drugi,37144,2013,1
obshto,2289672,2013,2
selsko,64790,2013,2
dobiwna,24396,2013,2
prerabotwashta,499974,2013,2
energiq,30986,2013,2
woda,36556,2013,2
stroitelstwo,134792,2013,2
tyrgowiq,387160,2013,2
transport,139190,2013,2
hoteli,107046,2013,2
informaciq,72925,2013,2
finansi,58273,2013,2
imoti,22731,2013,2
nauka,75665,2013,2
administratiwni,138897,2013,2
dyrvawnouprawlenie,115799,2013,2
obrazowanie,169147,2013,2
zdraweopazwane,140439,2013,2
kultura,33547,2013,2
drugi,37359,2013,2
obshto,2290662,2013,3
selsko,67889,2013,3
dobiwna,24539,2013,3
prerabotwashta,499531,2013,3
energiq,30567,2013,3
woda,36888,2013,3
stroitelstwo,135202,2013,3
tyrgowiq,387427,2013,3
transport,138480,2013,3
hoteli,106190,2013,3
informaciq,72506,2013,3
finansi,57884,2013,3
imoti,22655,2013,3
nauka,75702,2013,3
administratiwni,139178,2013,3
dyrvawnouprawlenie,115687,2013,3
obrazowanie,168882,2013,3
zdraweopazwane,140609,2013,3
kultura,33316,2013,3
drugi,37530,2013,3
obshto,2312609,2013,4
selsko,72576,2013,4
dobiwna,24536,2013,4
prerabotwashta,504237,2013,4
energiq,30590,2013,4
woda,37252,2013,4
stroitelstwo,135884,2013,4
tyrgowiq,387766,2013,4
transport,141620,2013,4
hoteli,113412,2013,4
informaciq,73048,2013,4
finansi,57932,2013,4
imoti,22859,2013,4
nauka,75943,2013,4
administratiwni,137283,2013,4
dyrvawnouprawlenie,116061,2013,4
obrazowanie,168581,2013,4
zdraweopazwane,141299,2013,4
kultura,33628,2013,4
drugi,38102,2013,4
obshto,2337548,2013,5
selsko,74132,2013,5
dobiwna,24567,2013,5
prerabotwashta,503802,2013,5
energiq,30655,2013,5
woda,37324,2013,5
stroitelstwo,135876,2013,5
tyrgowiq,388800,2013,5
transport,141607,2013,5
hoteli,132213,2013,5
informaciq,72969,2013,5
finansi,58168,2013,5
imoti,23095,2013,5
nauka,75595,2013,5
administratiwni,137760,2013,5
dyrvawnouprawlenie,116390,2013,5
obrazowanie,167723,2013,5
zdraweopazwane,141911,2013,5
kultura,36692,2013,5
drugi,38269,2013,5
obshto,2365890,2013,6
selsko,74987,2013,6
dobiwna,24676,2013,6
prerabotwashta,506198,2013,6
energiq,30720,2013,6
woda,37244,2013,6
stroitelstwo,135707,2013,6
tyrgowiq,390308,2013,6
transport,142151,2013,6
hoteli,151331,2013,6
informaciq,72790,2013,6
finansi,58360,2013,6
imoti,23938,2013,6
nauka,75409,2013,6
administratiwni,137592,2013,6
dyrvawnouprawlenie,116482,2013,6
obrazowanie,165273,2013,6
zdraweopazwane,142669,2013,6
kultura,41403,2013,6
drugi,38652,2013,6
obshto,2380715,2013,7
selsko,74733,2013,7
dobiwna,24609,2013,7
prerabotwashta,510092,2013,7
energiq,30575,2013,7
woda,37135,2013,7
stroitelstwo,137610,2013,7
tyrgowiq,391220,2013,7
transport,142852,2013,7
hoteli,159250,2013,7
informaciq,73168,2013,7
finansi,58818,2013,7
imoti,24796,2013,7
nauka,75403,2013,7
administratiwni,136875,2013,7
dyrvawnouprawlenie,116696,2013,7
obrazowanie,162110,2013,7
zdraweopazwane,143027,2013,7
kultura,42224,2013,7
drugi,39522,2013,7
obshto,2363348,2013,8
selsko,74249,2013,8
dobiwna,24417,2013,8
prerabotwashta,506569,2013,8
energiq,30366,2013,8
woda,37015,2013,8
stroitelstwo,136078,2013,8
tyrgowiq,391034,2013,8
transport,142618,2013,8
hoteli,154041,2013,8
informaciq,72549,2013,8
finansi,58655,2013,8
imoti,24484,2013,8
nauka,75221,2013,8
administratiwni,136184,2013,8
dyrvawnouprawlenie,116381,2013,8
obrazowanie,160901,2013,8
zdraweopazwane,142653,2013,8
kultura,40601,2013,8
drugi,39332,2013,8
obshto,2317099,2013,9
selsko,73820,2013,9
dobiwna,24224,2013,9
prerabotwashta,501604,2013,9
energiq,30405,2013,9
woda,36822,2013,9
stroitelstwo,134667,2013,9
tyrgowiq,387271,2013,9
transport,141366,2013,9
hoteli,125756,2013,9
informaciq,72255,2013,9
finansi,57826,2013,9
imoti,22833,2013,9
nauka,74911,2013,9
administratiwni,135450,2013,9
dyrvawnouprawlenie,116142,2013,9
obrazowanie,167578,2013,9
zdraweopazwane,142333,2013,9
kultura,33659,2013,9
drugi,38177,2013,9
obshto,2294309,2013,10
selsko,72342,2013,10
dobiwna,23820,2013,10
prerabotwashta,502299,2013,10
energiq,30410,2013,10
woda,36553,2013,10
stroitelstwo,136923,2013,10
tyrgowiq,387210,2013,10
transport,141748,2013,10
hoteli,107569,2013,10
informaciq,72548,2013,10
finansi,56938,2013,10
imoti,22584,2013,10
nauka,74607,2013,10
administratiwni,133587,2013,10
dyrvawnouprawlenie,115986,2013,10
obrazowanie,168502,2013,10
zdraweopazwane,140822,2013,10
kultura,32173,2013,10
drugi,37688,2013,10
obshto,2281232,2013,11
selsko,70270,2013,11
dobiwna,23746,2013,11
prerabotwashta,500215,2013,11
energiq,30443,2013,11
woda,36444,2013,11
stroitelstwo,135608,2013,11
tyrgowiq,386764,2013,11
transport,141184,2013,11
hoteli,104534,2013,11
informaciq,72778,2013,11
finansi,56892,2013,11
imoti,22511,2013,11
nauka,74754,2013,11
administratiwni,129461,2013,11
dyrvawnouprawlenie,116165,2013,11
obrazowanie,169085,2013,11
zdraweopazwane,141014,2013,11
kultura,31863,2013,11
drugi,37501,2013,11
obshto,2257531,2013,12
selsko,67100,2013,12
dobiwna,23575,2013,12
prerabotwashta,494711,2013,12
energiq,30351,2013,12
woda,36168,2013,12
stroitelstwo,130524,2013,12
tyrgowiq,384510,2013,12
transport,139687,2013,12
hoteli,103380,2013,12
informaciq,72686,2013,12
finansi,56898,2013,12
imoti,22467,2013,12
nauka,74594,2013,12
administratiwni,125694,2013,12
dyrvawnouprawlenie,115953,2013,12
obrazowanie,168493,2013,12
zdraweopazwane,141045,2013,12
kultura,32157,2013,12
drugi,37538,2013,12
obshto,2211578,2014,1
selsko,64630,2014,1
dobiwna,23605,2014,1
prerabotwashta,484758,2014,1
energiq,30822,2014,1
woda,35271,2014,1
stroitelstwo,124201,2014,1
tyrgowiq,386965,2014,1
transport,133310,2014,1
hoteli,94530,2014,1
informaciq,69784,2014,1
finansi,56863,2014,1
imoti,23325,2014,1
nauka,73854,2014,1
administratiwni,121006,2014,1
dyrvawnouprawlenie,115110,2014,1
obrazowanie,169357,2014,1
zdraweopazwane,138299,2014,1
kultura,32228,2014,1
drugi,33660,2014,1
obshto,2213618,2014,2
selsko,65593,2014,2
dobiwna,23587,2014,2
prerabotwashta,485442,2014,2
energiq,30763,2014,2
woda,35130,2014,2
stroitelstwo,125330,2014,2
tyrgowiq,386872,2014,2
transport,133197,2014,2
hoteli,94465,2014,2
informaciq,70108,2014,2
finansi,56074,2014,2
imoti,23154,2014,2
nauka,73796,2014,2
administratiwni,119878,2014,2
dyrvawnouprawlenie,115731,2014,2
obrazowanie,169735,2014,2
zdraweopazwane,138367,2014,2
kultura,32490,2014,2
drugi,33906,2014,2
obshto,2216090,2014,3
selsko,69975,2014,3
dobiwna,23744,2014,3
prerabotwashta,486322,2014,3
energiq,30787,2014,3
woda,35102,2014,3
stroitelstwo,126152,2014,3
tyrgowiq,386596,2014,3
transport,132509,2014,3
hoteli,95777,2014,3
informaciq,70008,2014,3
finansi,56497,2014,3
imoti,23175,2014,3
nauka,74199,2014,3
administratiwni,114224,2014,3
dyrvawnouprawlenie,115697,2014,3
obrazowanie,169510,2014,3
zdraweopazwane,138376,2014,3
kultura,32968,2014,3
drugi,34472,2014,3
obshto,2233659,2014,4
selsko,72575,2014,4
dobiwna,23847,2014,4
prerabotwashta,489884,2014,4
energiq,30806,2014,4
woda,35173,2014,4
stroitelstwo,128909,2014,4
tyrgowiq,384435,2014,4
transport,132640,2014,4
hoteli,108911,2014,4
informaciq,69597,2014,4
finansi,56059,2014,4
imoti,22851,2014,4
nauka,74352,2014,4
administratiwni,110212,2014,4
dyrvawnouprawlenie,115990,2014,4
obrazowanie,169224,2014,4
zdraweopazwane,138274,2014,4
kultura,35177,2014,4
drugi,34743,2014,4
obshto,2266137,2014,5
selsko,74345,2014,5
dobiwna,24165,2014,5
prerabotwashta,489675,2014,5
energiq,30907,2014,5
woda,35300,2014,5
stroitelstwo,127405,2014,5
tyrgowiq,386957,2014,5
transport,133544,2014,5
hoteli,129434,2014,5
informaciq,69566,2014,5
finansi,56092,2014,5
imoti,23401,2014,5
nauka,74374,2014,5
administratiwni,115641,2014,5
dyrvawnouprawlenie,116259,2014,5
obrazowanie,168251,2014,5
zdraweopazwane,137933,2014,5
kultura,37141,2014,5
drugi,35747,2014,5
obshto,2300287,2014,6
selsko,75149,2014,6
dobiwna,24215,2014,6
prerabotwashta,492783,2014,6
energiq,31091,2014,6
woda,35298,2014,6
stroitelstwo,127437,2014,6
tyrgowiq,389141,2014,6
transport,134395,2014,6
hoteli,149854,2014,6
informaciq,69856,2014,6
finansi,56258,2014,6
imoti,23841,2014,6
nauka,74715,2014,6
administratiwni,118942,2014,6
dyrvawnouprawlenie,117222,2014,6
obrazowanie,165447,2014,6
zdraweopazwane,138990,2014,6
kultura,39336,2014,6
drugi,36317,2014,6
obshto,2317653,2014,7
selsko,75577,2014,7
dobiwna,24232,2014,7
prerabotwashta,494995,2014,7
energiq,31075,2014,7
woda,35218,2014,7
stroitelstwo,127254,2014,7
tyrgowiq,395039,2014,7
transport,133376,2014,7
hoteli,159686,2014,7
informaciq,69970,2014,7
finansi,56539,2014,7
imoti,23724,2014,7
nauka,75118,2014,7
administratiwni,121952,2014,7
dyrvawnouprawlenie,115880,2014,7
obrazowanie,162216,2014,7
zdraweopazwane,139036,2014,7
kultura,40547,2014,7
drugi,36219,2014,7
obshto,2298664,2014,8
selsko,74764,2014,8
dobiwna,24232,2014,8
prerabotwashta,494676,2014,8
energiq,30999,2014,8
woda,35157,2014,8
stroitelstwo,127324,2014,8
tyrgowiq,392862,2014,8
transport,132454,2014,8
hoteli,152325,2014,8
informaciq,70079,2014,8
finansi,56446,2014,8
imoti,23505,2014,8
nauka,74811,2014,8
administratiwni,118607,2014,8
dyrvawnouprawlenie,115428,2014,8
obrazowanie,161145,2014,8
zdraweopazwane,138840,2014,8
kultura,39341,2014,8
drugi,35669,2014,8
obshto,2250549,2014,9
selsko,73959,2014,9
dobiwna,24122,2014,9
prerabotwashta,493092,2014,9
energiq,30860,2014,9
woda,34896,2014,9
stroitelstwo,127495,2014,9
tyrgowiq,385809,2014,9
transport,131088,2014,9
hoteli,120647,2014,9
informaciq,69888,2014,9
finansi,56331,2014,9
imoti,22972,2014,9
nauka,74681,2014,9
administratiwni,113530,2014,9
dyrvawnouprawlenie,115135,2014,9
obrazowanie,169086,2014,9
zdraweopazwane,138518,2014,9
kultura,33988,2014,9
drugi,34452,2014,9
obshto,2225109,2014,10
selsko,72623,2014,10
dobiwna,23978,2014,10
prerabotwashta,491799,2014,10
energiq,30734,2014,10
woda,34766,2014,10
stroitelstwo,127528,2014,10
tyrgowiq,388962,2014,10
transport,130424,2014,10
hoteli,101789,2014,10
informaciq,70029,2014,10
finansi,56291,2014,10
imoti,22622,2014,10
nauka,74674,2014,10
administratiwni,110244,2014,10
dyrvawnouprawlenie,114691,2014,10
obrazowanie,170639,2014,10
zdraweopazwane,138446,2014,10
kultura,31998,2014,10
drugi,32872,2014,10
obshto,2216111,2014,11
selsko,70336,2014,11
dobiwna,23922,2014,11
prerabotwashta,492149,2014,11
energiq,30772,2014,11
woda,34836,2014,11
stroitelstwo,125120,2014,11
tyrgowiq,391335,2014,11
transport,129338,2014,11
hoteli,96586,2014,11
informaciq,70153,2014,11
finansi,56368,2014,11
imoti,22279,2014,11
nauka,74418,2014,11
administratiwni,110458,2014,11
dyrvawnouprawlenie,114529,2014,11
obrazowanie,171068,2014,11
zdraweopazwane,138466,2014,11
kultura,31358,2014,11
drugi,32620,2014,11
obshto,2203127,2014,12
selsko,66643,2014,12
dobiwna,23563,2014,12
prerabotwashta,488736,2014,12
energiq,30523,2014,12
woda,34677,2014,12
stroitelstwo,121589,2014,12
tyrgowiq,389959,2014,12
transport,128747,2014,12
hoteli,96425,2014,12
informaciq,70137,2014,12
finansi,56435,2014,12
imoti,22161,2014,12
nauka,74171,2014,12
administratiwni,113050,2014,12
dyrvawnouprawlenie,114052,2014,12
obrazowanie,169825,2014,12
zdraweopazwane,138126,2014,12
kultura,31633,2014,12
drugi,32675,2014,12
